timestamp,raw_data_hex,parsed_value,data_type
2025-07-21T10:52:14.664903,54696d655374616d703a206c640d0a54454d503a202b32362e37380d0a4143435f583a203130312c204143435f593a202d3432342c204143435f5a3a202d3930340d0a4759525f583a202d343535302c204759525f593a202d3737302c204759525f5a3a202d313139300d0a4d41475f583a203232302c204d41475f593a202d3230372c204d41475f5a3a202d3931390d0a515641523a20302e32360d0a,1701669204,int32
2025-07-21T10:52:14.664903,54696d655374616d703a206c640d0a54454d503a202b32362e37380d0a4143435f583a203130312c204143435f593a202d3432342c204143435f5a3a202d3930340d0a4759525f583a202d343535302c204759525f593a202d3737302c204759525f5a3a202d313139300d0a4d41475f583a203232302c204d41475f593a202d3230372c204d41475f5a3a202d3931390d0a515641523a20302e32360d0a,26964,int16
2025-07-21T10:52:15.170588,54696d655374616d703a206c640d0a50524553533a20313031322e39300d0a4143435f583a203130382c204143435f593a202d3339312c204143435f5a3a202d3932360d0a4759525f583a202d3439302c204759525f593a202d313236302c204759525f5a3a202d3834300d0a4d41475f583a203230372c204d41475f593a202d3230322c204d41475f5a3a202d3931330d0a515641523a20302e31300d0a,"TimeStamp: ld
PRESS: 1012.90
ACC_X: 108, ACC_Y: -391, ACC_Z: -926
GYR_X: -490, GYR_Y: -1260, GYR_Z: -840
MAG_X: 207, MAG_Y: -202, MAG_Z: -913
QVAR: 0.10",ascii
2025-07-21T10:52:15.170588,54696d655374616d703a206c640d0a50524553533a20313031322e39300d0a4143435f583a203130382c204143435f593a202d3339312c204143435f5a3a202d3932360d0a4759525f583a202d3439302c204759525f593a202d313236302c204759525f5a3a202d3834300d0a4d41475f583a203230372c204d41475f593a202d3230322c204d41475f5a3a202d3931330d0a515641523a20302e31300d0a,1701669204,int32
2025-07-21T10:52:15.170588,54696d655374616d703a206c640d0a50524553533a20313031322e39300d0a4143435f583a203130382c204143435f593a202d3339312c204143435f5a3a202d3932360d0a4759525f583a202d3439302c204759525f593a202d313236302c204759525f5a3a202d3834300d0a4d41475f583a203230372c204d41475f593a202d3230322c204d41475f5a3a202d3931330d0a515641523a20302e31300d0a,26964,int16
2025-07-21T10:52:15.676368,54696d655374616d703a206c640d0a54454d503a202b32362e37380d0a4143435f583a203134352c204143435f593a202d3339382c204143435f5a3a202d3838350d0a4759525f583a202d333232302c204759525f593a202d3737302c204759525f5a3a202d323338300d0a4d41475f583a203232362c204d41475f593a202d3139322c204d41475f5a3a202d3930370d0a515641523a20302e30310d0a,"TimeStamp: ld
TEMP: +26.78
ACC_X: 145, ACC_Y: -398, ACC_Z: -885
GYR_X: -3220, GYR_Y: -770, GYR_Z: -2380
MAG_X: 226, MAG_Y: -192, MAG_Z: -907
QVAR: 0.01",ascii
2025-07-21T10:52:15.676368,54696d655374616d703a206c640d0a54454d503a202b32362e37380d0a4143435f583a203134352c204143435f593a202d3339382c204143435f5a3a202d3838350d0a4759525f583a202d333232302c204759525f593a202d3737302c204759525f5a3a202d323338300d0a4d41475f583a203232362c204d41475f593a202d3139322c204d41475f5a3a202d3930370d0a515641523a20302e30310d0a,1701669204,int32
2025-07-21T10:52:15.676368,54696d655374616d703a206c640d0a54454d503a202b32362e37380d0a4143435f583a203134352c204143435f593a202d3339382c204143435f5a3a202d3838350d0a4759525f583a202d333232302c204759525f593a202d3737302c204759525f5a3a202d323338300d0a4d41475f583a203232362c204d41475f593a202d3139322c204d41475f5a3a202d3930370d0a515641523a20302e30310d0a,26964,int16
2025-07-21T10:52:16.174800,54696d655374616d703a206c640d0a50524553533a20313031322e38390d0a4143435f583a203130302c204143435f593a202d3431372c204143435f5a3a202d3931370d0a4759525f583a202d3730302c204759525f593a203439302c204759525f5a3a202d3231300d0a4d41475f583a203232302c204d41475f593a202d3139352c204d41475f5a3a202d3930390d0a515641523a20302e30300d0a,"TimeStamp: ld
PRESS: 1012.89
ACC_X: 100, ACC_Y: -417, ACC_Z: -917
GYR_X: -700, GYR_Y: 490, GYR_Z: -210
MAG_X: 220, MAG_Y: -195, MAG_Z: -909
QVAR: 0.00",ascii
2025-07-21T10:52:16.174800,54696d655374616d703a206c640d0a50524553533a20313031322e38390d0a4143435f583a203130302c204143435f593a202d3431372c204143435f5a3a202d3931370d0a4759525f583a202d3730302c204759525f593a203439302c204759525f5a3a202d3231300d0a4d41475f583a203232302c204d41475f593a202d3139352c204d41475f5a3a202d3930390d0a515641523a20302e30300d0a,1701669204,int32
2025-07-21T10:52:16.174800,54696d655374616d703a206c640d0a50524553533a20313031322e38390d0a4143435f583a203130302c204143435f593a202d3431372c204143435f5a3a202d3931370d0a4759525f583a202d3730302c204759525f593a203439302c204759525f5a3a202d3231300d0a4d41475f583a203232302c204d41475f593a202d3139352c204d41475f5a3a202d3930390d0a515641523a20302e30300d0a,26964,int16
2025-07-21T10:52:16.670351,54696d655374616d703a206c640d0a54454d503a202b32362e38300d0a4143435f583a202d392c204143435f593a202d3233382c204143435f5a3a202d313032360d0a,"TimeStamp: ld
TEMP: +26.80
ACC_X: -9, ACC_Y: -238, ACC_Z: -1026",ascii
2025-07-21T10:52:16.670351,54696d655374616d703a206c640d0a54454d503a202b32362e38300d0a4143435f583a202d392c204143435f593a202d3233382c204143435f5a3a202d313032360d0a,1701669204,int32
2025-07-21T10:52:16.670351,54696d655374616d703a206c640d0a54454d503a202b32362e38300d0a4143435f583a202d392c204143435f593a202d3233382c204143435f5a3a202d313032360d0a,26964,int16
