timestamp,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
1753256380.5061307,,,,,,,,,
1753256381.0070338,,,,,,,,,
1753256381.5093412,,,,,,,,,
1753256381.5157564,,,,,,,,,
1753256382.0106328,,,,,,,,,
1753256382.016726,,,,,,,,,
1753256382.511171,,,,,,,,,
1753256382.5171683,,,,,,,,,
1753256383.0128186,,,,,,,,,
1753256383.0192873,,,,,,,,,
1753256383.51592,,,,,,,,,
1753256383.5218494,,,,,,,,,
1753256384.0178955,,,,,,,,,
1753256384.02378,,,,,,,,,
1753256384.5207622,,,,,,,,,
1753256384.527277,,,,,,,,,
1753256385.0216687,,,,,,,,,
1753256385.028044,,,,,,,,,
1753256385.5232413,,,,,,,,,
1753256385.529084,,,,,,,,,
1753256386.0264761,,,,,,,,,
1753256386.0325944,,,,,,,,,
